id,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
car7966,Volkswagen,R32,2004,premium unleaded (recommended),240.0,6.0,MANUAL,all wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,24,17,873,29100
car7967,Volkswagen,R32,2008,premium unleaded (required),250.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,23,18,873,32990
car7977,Audi,R8,2014,premium unleaded (required),550.0,10.0,MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,19,12,3105,170545
car7990,Audi,R8,2015,premium unleaded (required),550.0,10.0,MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,19,12,3105,173500
car7992,Audi,R8,2017,premium unleaded (required),610.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,22,14,3105,189900
car8000,Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,19,873,14990
car8008,Volkswagen,Rabbit,2008,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,21,873,16675
car8014,Volkswagen,Rabbit,2009,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,873,17400
car8386,Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,2031,25080
car8394,Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,29,22,2031,27670
car8404,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,22,2031,31385
car8421,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,20,204,35095
car8431,Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,19,204,43520
car8441,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,20,204,35570
car8491,Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,29450
car8497,Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2202,32380
car8509,Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202,34815
car8538,Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,204,46830
car8542,Acura,RL,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,47200
car8546,Acura,RL,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,204,52350
car8551,Acura,RLX,2015,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,56950
car8556,Acura,RLX,2016,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,20,204,50950
car8558,Acura,RLX,2017,premium unleaded (recommended),310.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,30,20,204,60450
car8616,Volkswagen,Routan,2010,regular unleaded,251.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,36600
car8623,Volkswagen,Routan,2011,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,873,31770
car8630,Volkswagen,Routan,2012,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Passenger Minivan,25,17,873,27020
car8648,Acura,RSX,2004,premium unleaded (required),200.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,21,204,23320
car8653,Acura,RSX,2005,premium unleaded (required),210.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,20,204,23670
car8658,Acura,RSX,2006,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Luxury",Compact,2dr Hatchback,31,22,204,22375
car8845,Honda,S2000,2008,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,25,18,2202,34300
car8850,Audi,S3,2015,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,47000
car8852,Audi,S3,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,31,23,3105,48650
car8854,Audi,S3,2017,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,28,21,3105,42900
car8866,Audi,S4,2014,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,55400
car8870,Audi,S4,2015,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,28,18,3105,49800
car8874,Audi,S4,2016,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,26,17,3105,49200
car8880,Audi,S5,2016,premium unleaded (required),333.0,6.0,MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,26,17,3105,53100
car8915,Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105,75300
car8917,Audi,S6,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,27,18,3105,70900
car8933,Audi,S7,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,82900
car8935,Audi,S7,2017,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Large,Sedan,27,17,3105,79900
car8960,GMC,Safari,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,16,12,549,25690
car8962,GMC,Safari,2004,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,16,12,549,26195
car8964,GMC,Safari,2005,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,16,12,549,26430
car9027,GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,17,11,549,34485
car9122,Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,44395
car9131,Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,48550
car9140,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,61990
car9218,Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,26595
car9235,Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,26745
car9252,Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,24,18,2031,47310
car9696,Acura,SLX,1997,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,13,204,2488
car9697,Acura,SLX,1998,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,204,2816
car9698,Acura,SLX,1999,regular unleaded,215.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,13,204,2934
car9802,GMC,Sonoma,2002,regular unleaded,190.0,6.0,MANUAL,four wheel drive,3.0,,Compact,Extended Cab Pickup,16,12,549,19675
car9811,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,3.0,Flex Fuel,Compact,Extended Cab Pickup,25,19,549,18270
car9951,Audi,SQ5,2015,premium unleaded (required),354.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,24,17,3105,60200
car9953,Audi,SQ5,2016,premium unleaded (required),354.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,24,17,3105,60800
car9955,Audi,SQ5,2017,premium unleaded (required),354.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,24,17,3105,53300
car10053,GMC,Suburban,1997,regular unleaded,255.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,15,11,549,2585
car10054,GMC,Suburban,1998,regular unleaded,255.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,12,549,2790
car10057,GMC,Suburban,1999,regular unleaded,255.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,12,549,3372
car10099,Toyota,Supra,1997,regular unleaded,220.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,16,2031,17320
car10101,Toyota,Supra,1998,regular unleaded,320.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,15,2031,25279
car10160,Toyota,T100,1997,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,19,15,2031,2767
car10165,Toyota,T100,1998,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Extended Cab Pickup,19,15,2031,3214
car10184,Toyota,Tacoma,2015,regular unleaded,159.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,21,18,2031,25700
car10213,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031,34700
car10245,Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,24,19,2031,30190
car10335,Toyota,Tercel,1997,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,28,2031,2000
car10336,Toyota,Tercel,1998,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,35,27,2031,2148
car10347,GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,20,549,31570
car10356,GMC,Terrain,2016,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,29,20,549,30050
car10365,GMC,Terrain,2017,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,28,20,549,32670
car10414,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,26,21,873,28250
car10422,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,873,30675
car10430,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,24,20,873,32605
car10472,Acura,TL,2012,premium unleaded (required),280.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,29,20,204,39435
car10480,Acura,TL,2013,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,204,37405
car10488,Acura,TL,2014,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,29,20,204,41960
car10495,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,34,21,204,35320
car10502,Acura,TLX,2016,premium unleaded (recommended),206.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,35,24,204,31695
car10509,Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,34,21,204,35350
car10539,Volkswagen,Touareg,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Diesel",Midsize,4dr SUV,29,20,873,52245
car10546,Volkswagen,Touareg,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Diesel",Midsize,4dr SUV,29,21,873,50245
car10549,Volkswagen,Touareg,2017,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,23,17,873,60195
car10880,Acura,TSX,2012,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,29,21,204,31010
car10885,Acura,TSX,2013,premium unleaded (recommended),280.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,28,19,204,39150
car10890,Acura,TSX,2014,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,22,204,31635
car10896,Audi,TT,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,30,23,3105,46400
car10898,Audi,TT,2017,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Luxury,Performance",Compact,Coupe,30,23,3105,43500
car10900,Audi,TTS,2015,premium unleaded (required),265.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Compact,Coupe,31,22,3105,48700
car10901,Audi,TTS,2016,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Compact,Coupe,27,23,3105,51900
car10902,Audi,TTS,2017,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,27,23,3105,52500
car10966,Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Extended Cab Pickup,18,13,2031,30340
car11016,Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,2031,38020
car11066,Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,2031,50030
car11277,Toyota,Venza,2013,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Wagon,26,20,2031,29300
car11287,Toyota,Venza,2014,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Wagon,26,20,2031,33260
car11294,Toyota,Venza,2015,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Wagon,26,20,2031,30515
car11485,BMW,X1,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,18,3916,39100
car11486,BMW,X1,2016,premium unleaded (required),228.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,32,22,3916,34800
car11488,BMW,X1,2017,premium unleaded (required),228.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,31,22,3916,35100
car11492,BMW,X3,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,38500
car11496,BMW,X3,2016,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916,42450
car11500,BMW,X3,2017,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,21,3916,39250
car11502,BMW,X4,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,27,19,3916,48000
car11507,BMW,X4,2017,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,20,3916,45550
car11514,BMW,X5,2015,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,15,3916,70100
car11518,BMW,X5,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,3916,54700
car11522,BMW,X5,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,72300
car11531,BMW,X6,2016,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,21,15,3916,75300
car11534,BMW,X6,2017,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,18,3916,63700
car11817,Toyota,Yaris,2015,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,30,2031,17620
car11824,Toyota,Yaris,2016,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,30,2031,15995
car11831,Toyota,Yaris,2017,regular unleaded,106.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,30,2031,17200
car11868,GMC,Yukon,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,21,14,549,67520
car11874,GMC,Yukon,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,22,16,549,60000
car11880,GMC,Yukon,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,23,16,549,48530
car11883,BMW,Z3,2000,regular unleaded,170.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,25,17,3916,4755
car11886,BMW,Z3,2001,premium unleaded (required),225.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,26,19,3916,37700
car11889,BMW,Z3,2002,premium unleaded (required),225.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,26,19,3916,37700
car11899,BMW,Z4,2015,premium unleaded (required),335.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,24,17,3916,65800
car11902,BMW,Z4,2016,premium unleaded (required),335.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Convertible,24,17,3916,66350
car11903,BMW,Z8,2001,premium unleaded (required),394.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,19,12,3916,128000
car11904,BMW,Z8,2002,premium unleaded (required),394.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,19,12,3916,130000
car11905,BMW,Z8,2003,premium unleaded (required),394.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,19,12,3916,131500
car11908,Acura,ZDX,2011,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Luxury",Midsize,4dr Hatchback,23,16,204,50520
car11911,Acura,ZDX,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hatchback,Luxury",Midsize,4dr Hatchback,23,16,204,50620
